[0][0]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[18][4]: 31102741.000000
[18][5]: 85601.000000
[18][6]: 1039330.000000
[18][7]: 12155114.000000
[18][8]: 8749800.000000
[18][9]: 50974676.000000
[18][10]: 9607385.000000
[18][11]: 6460549.000000
[18][12]: 13355077.000000
[18][13]: 16959744.000000
[18][14]: 6079825.000000
[18][15]: 19075541.000000
[18][16]: 227162.000000
[18][17]: 1356589.000000
[18][18]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[18][19]: 4706468.000000
[18][20]: 12389317.000000
[18][21]: 15713930.000000
[18][22]: 12872770.000000
[18][23]: 40861197.000000
[18][24]: 17495426.000000
[18][25]: 63617338.000000
[18][26]: 40545.000000
[18][27]: 587045.000000
[18][28]: 36485114.000000
[18][29]: 191489.000000
[18][30]: 3729053.000000
[18][31]: 22143893.000000
[18][32]: 4108136.000000
[18][33]: 22185001.000000
[18][34]: 65713730.000000
[18][35]: 1125392.000000
[18][36]: 17284.000000
[18][37]: 6261041.000000
[18][38]: 21632740.000000
[18][39]: 8832265.000000
[18][40]: 28549898.000000
[18][41]: 43773572.000000
[18][42]: 235280.000000
[18][43]: 2251985.000000
[18][44]: 63819493.000000
[18][45]: 3848525.000000
[18][46]: 8633434.000000
[18][47]: 29908642.000000

[19][0]: 5139220.000000
[19][1]: 26056490.000000
[19][2]: 4703669.000000
[19][3]: 37637401.000000
[19][4]: 11616013.000000
[19][5]: 3721873.000000
[19][6]: 2822954.000000
[19][7]: 7121074.000000
[19][8]: 3804980.000000
[19][9]: 25211088.000000
[19][10]: 1098649.000000
[19][11]: 481265.000000
[19][12]: 2212405.000000
[19][13]: 3987620.000000
[19][14]: 970693.000000
[19][15]: 8406513.000000
[19][16]: 5561650.000000
[19][17]: 2440685.000000
[19][18]: 4706468.000000
[19][19]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[19][20]: 2044753.000000
[19][21]: 6047802.000000
[19][22]: 2393042.000000
[19][23]: 18772793.000000
[19][24]: 4072770.000000
[19][25]: 33828650.000000
[19][26]: 4321589.000000
[19][27]: 2869281.000000
[19][28]: 15282754.000000
[19][29]: 3001329.000000
[19][30]: 3283625.000000
[19][31]: 7114561.000000
[19][32]: 427220.000000
[19][33]: 7253033.000000
[19][34]: 36348154.000000
[19][35]: 1864628.000000
[19][36]: 4536200.000000
[19][37]: 3960553.000000
[19][38]: 6372880.000000
[19][39]: 2171117.000000
[19][40]: 12540466.000000
[19][41]: 19840320.000000
[19][42]: 3694644.000000
[19][43]: 2692565.000000
[19][44]: 35475325.000000
[19][45]: 1145273.000000
[19][46]: 603034.000000
[19][47]: 10898290.000000

[20][0]: 8738057.000000
[20][1]: 16345381.000000
[20][2]: 4879234.000000
[20][3]: 23053508.000000
[20][4]: 4938426.000000
[20][5]: 10951546.000000
[20][6]: 9668509.000000
[20][7]: 12153725.000000
[20][8]: 8034481.000000
[20][9]: 13106041.000000
[20][10]: 1552394.000000
[20][11]: 2514052.000000
[20][12]: 532754.000000
[20][13]: 1796197.000000
[20][14]: 3945092.000000
[20][15]: 9927376.000000
[20][16]: 13078609.000000
[20][17]: 8923282.000000
[20][18]: 12389317.000000
[20][19]: 2044753.000000
[20][20]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[20][21]: 7721005.000000
[20][22]: 1921625.000000
[20][23]: 8436100.000000
[20][24]: 1127185.000000
[20][25]: 20084633.000000
[20][26]: 11539684.000000
[20][27]: 9725908.000000
[20][28]: 8533405.000000
[20][29]: 9523930.000000
[20][30]: 9698468.000000
[20][31]: 1536740.000000
[20][32]: 3813665.000000
[20][33]: 4728866.000000
[20][34]: 21221009.000000
[20][35]: 7813325.000000
[20][36]: 12254917.000000
[20][37]: 9727906.000000
[20][38]: 1289601.000000
[20][39]: 4719700.000000
[20][40]: 10678445.000000
[20][41]: 9829489.000000
[20][42]: 10164109.000000
[20][43]: 9173576.000000
[20][44]: 20487978.000000
[20][45]: 5542352.000000
[20][46]: 505125.000000
[20][47]: 4167929.000000

[21][0]: 518338.000000
[21][1]: 16171424.000000
[21][2]: 424637.000000
[21][3]: 32562361.000000
[21][4]: 9399517.000000
[21][5]: 13480153.000000
[21][6]: 8958020.000000
[21][7]: 1379860.000000
[21][8]: 1235834.000000
[21][9]: 25771842.000000
[21][10]: 2638705.000000
[21][11]: 3120713.000000
[21][12]: 4392121.000000
[21][13]: 3072746.000000
[21][14]: 2534845.000000
[21][15]: 194517.000000
[21][16]: 18877576.000000
[21][17]: 8002721.000000
[21][18]: 15713930.000000
[21][19]: 6047802.000000
[21][20]: 7721005.000000
[21][21]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[21][22]: 1962788.000000
[21][23]: 22849625.000000
[21][24]: 4687380.000000
[21][25]: 29452292.000000
[21][26]: 15870797.000000
[21][27]: 10316241.000000
[21][28]: 8675092.000000
[21][29]: 13097817.000000
[21][30]: 4944617.000000
[21][31]: 12974761.000000
[21][32]: 4361594.000000
[21][33]: 2236793.000000
[21][34]: 38165320.000000
[21][35]: 8439170.000000
[21][36]: 14904146.000000
[21][37]: 2952637.000000
[21][38]: 9803650.000000
[21][39]: 1079525.000000
[21][40]: 2186356.000000
[21][41]: 17724906.000000
[21][42]: 15746562.000000
[21][43]: 6515105.000000
[21][44]: 39552637.000000
[21][45]: 4044125.000000
[21][46]: 5452960.000000
[21][47]: 10166308.000000

[22][0]: 2887666.000000
[22][1]: 13514740.000000
[22][2]: 684125.000000
[22][3]: 24819085.000000
[22][4]: 4771133.000000
[22][5]: 10983457.000000
[22][6]: 7989032.000000
[22][7]: 5103752.000000
[22][8]: 2974810.000000
[22][9]: 16721258.000000
[22][10]: 252137.000000
[22][11]: 1101581.000000
[22][12]: 485113.000000
[22][13]: 366178.000000
[22][14]: 1568905.000000
[22][15]: 3113633.000000
[22][16]: 14829748.000000
[22][17]: 7103633.000000
[22][18]: 12872770.000000
[22][19]: 2393042.000000
[22][20]: 1921625.000000
[22][21]: 1962788.000000
[22][22]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[22][23]: 13109485.000000
[22][24]: 815264.000000
[22][25]: 21849552.000000
[22][26]: 12504505.000000
[22][27]: 8721365.000000
[22][28]: 6121960.000000
[22][29]: 10036385.000000
[22][30]: 5886877.000000
[22][31]: 5079245.000000
[22][32]: 2487610.000000
[22][33]: 1317537.000000
[22][34]: 26792132.000000
[22][35]: 6748810.000000
[22][36]: 12391538.000000
[22][37]: 4813093.000000
[22][38]: 3359834.000000
[22][39]: 1151393.000000
[22][40]: 4215560.000000
[22][41]: 11153858.000000
[22][42]: 11712650.000000
[22][43]: 6453349.000000
[22][44]: 27169757.000000
[22][45]: 3243385.000000
[22][46]: 1157972.000000
[22][47]: 4792576.000000

[23][0]: 27858937.000000
[23][1]: 8194401.000000
[23][2]: 17104834.000000
[23][3]: 5390848.000000
[23][4]: 3456826.000000
[23][5]: 38419826.000000
[23][6]: 36106249.000000
[23][7]: 34094105.000000
[23][8]: 28574001.000000
[23][9]: 849041.000000
[23][10]: 14748434.000000
[23][11]: 18978832.000000
[23][12]: 9461554.000000
[23][13]: 9473517.000000
[23][14]: 22237672.000000
[23][15]: 24596276.000000
[23][16]: 41377109.000000
[23][17]: 34587202.000000
[23][18]: 40861197.000000
[23][19]: 18772793.000000
[23][20]: 8436100.000000
[23][21]: 22849625.000000
[23][22]: 13109485.000000
[23][23]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[23][24]: 7387445.000000
[23][25]: 4168573.000000
[23][26]: 39110184.000000
[23][27]: 36278048.000000
[23][28]: 6598745.000000
[23][29]: 35586770.000000
[23][30]: 34951808.000000
[23][31]: 2844560.000000
[23][32]: 23105345.000000
[23][33]: 11445946.000000
[23][34]: 2943749.000000
[23][35]: 32469125.000000
[23][36]: 40754437.000000
[23][37]: 33485306.000000
[23][38]: 3426601.000000
[23][39]: 21965320.000000
[23][40]: 18359465.000000
[23][41]: 1617689.000000
[23][42]: 36256709.000000
[23][43]: 34712276.000000
[23][44]: 2651818.000000
[23][45]: 26804132.000000
[23][46]: 12818305.000000
[23][47]: 2683789.000000

[24][0]: 6645490.000000
[24][1]: 9646820.000000
[24][2]: 2302133.000000
[24][3]: 17450197.000000
[24][4]: 1960309.000000
[24][5]: 15459097.000000
[24][6]: 12609992.000000
[24][7]: 9860680.000000
[24][8]: 6904250.000000
[24][9]: 10282554.000000
[24][10]: 1428577.000000
[24][11]: 3132725.000000
[24][12]: 283105.000000
[24][13]: 175394.000000
[24][14]: 4291921.000000
[24][15]: 5972409.000000
[24][16]: 19107460.000000
[24][17]: 11561849.000000
[24][18]: 17495426.000000
[24][19]: 4072770.000000
[24][20]: 1127185.000000
[24][21]: 4687380.000000
[24][22]: 815264.000000
[24][23]: 7387445.000000
[24][24]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[24][25]: 14923280.000000
[24][26]: 16784513.000000
[24][27]: 13211037.000000
[24][28]: 3729256.000000
[24][29]: 14041881.000000
[24][30]: 10714085.000000
[24][31]: 2094133.000000
[24][32]: 5214362.000000
[24][33]: 1353977.000000
[24][34]: 18363892.000000
[24][35]: 10772330.000000
[24][36]: 17103554.000000
[24][37]: 9523309.000000
[24][38]: 934378.000000
[24][39]: 3892265.000000
[24][40]: 5220808.000000
[24][41]: 6283890.000000
[24][42]: 15479658.000000
[24][43]: 11093693.000000
[24][44]: 18589525.000000
[24][45]: 6700241.000000
[24][46]: 1646980.000000
[24][47]: 1793056.000000

[25][0]: 36911290.000000
[25][1]: 3419380.000000
[25][2]: 23745749.000000
[25][3]: 102301.000000
[25][4]: 6200693.000000
[25][5]: 59982793.000000
[25][6]: 54926504.000000
[25][7]: 43496744.000000
[25][8]: 39498370.000000
[25][9]: 1278818.000000
[25][10]: 25532849.000000
[25][11]: 31724285.000000
[25][12]: 19031185.000000
[25][13]: 16558810.000000
[25][14]: 34983913.000000
[25][15]: 29620193.000000
[25][16]: 65563780.000000
[25][17]: 52740425.000000
[25][18]: 63617338.000000
[25][19]: 33828650.000000
[25][20]: 20084633.000000
[25][21]: 29452292.000000
[25][22]: 21849552.000000
[25][23]: 4168573.000000
[25][24]: 14923280.000000
[25][25]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[25][26]: 61873369.000000
[25][27]: 55992581.000000
[25][28]: 6322504.000000
[25][29]: 56832329.000000
[25][30]: 50418925.000000
[25][31]: 11890301.000000
[25][32]: 37769890.000000
[25][33]: 15505353.000000
[25][34]: 1889204.000000
[25][35]: 50893858.000000
[25][36]: 63106490.000000
[25][37]: 46650733.000000
[25][38]: 11213810.000000
[25][39]: 32589857.000000
[25][40]: 19326056.000000
[25][41]: 1857050.000000
[25][42]: 58781474.000000
[25][43]: 51689845.000000
[25][44]: 3231125.000000
[25][45]: 41549593.000000
[25][46]: 25411604.000000
[25][47]: 6389200.000000

[26][0]: 12003997.000000
[26][1]: 51450165.000000
[26][2]: 15626650.000000
[26][3]: 67004200.000000
[26][4]: 30088354.000000
[26][5]: 133130.000000
[26][6]: 1216933.000000
[26][7]: 12693701.000000
[26][8]: 9040005.000000
[26][9]: 49185149.000000
[26][10]: 9252938.000000
[26][11]: 6239272.000000
[26][12]: 12717826.000000
[26][13]: 16411905.000000
[26][14]: 6021760.000000
[26][15]: 19319204.000000
[26][16]: 136361.000000
[26][17]: 1519090.000000
[26][18]: 40545.000000
[26][19]: 4321589.000000
[26][20]: 11539684.000000
[26][21]: 15870797.000000
[26][22]: 12504505.000000
[26][23]: 39110184.000000
[26][24]: 16784513.000000
[26][25]: 61873369.000000
[26][26]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[26][27]: 702440.000000
[26][28]: 35674853.000000
[26][29]: 139178.000000
[26][30]: 4072424.000000
[26][31]: 20868296.000000
[26][32]: 3983957.000000
[26][33]: 21796450.000000
[26][34]: 63506633.000000
[26][35]: 1175849.000000
[26][36]: 93025.000000
[26][37]: 6657194.000000
[26][38]: 20533141.000000
[26][39]: 8852512.000000
[26][40]: 28497941.000000
[26][41]: 42360821.000000
[26][42]: 82025.000000
[26][43]: 2498516.000000
[26][44]: 61519474.000000
[26][45]: 3893780.000000
[26][46]: 8053621.000000
[26][47]: 28816153.000000

[27][0]: 7042033.000000
[27][1]: 43943705.000000
[27][2]: 10582370.000000
[27][3]: 60839200.000000
[27][4]: 25344250.000000
[27][5]: 232018.000000
[27][6]: 71249.000000
[27][7]: 7436545.000000
[27][8]: 4806665.000000
[27][9]: 45064665.000000
[27][10]: 6187954.000000
[27][11]: 3636368.000000
[27][12]: 9745474.000000
[27][13]: 12365957.000000
[27][14]: 3110440.000000
[27][15]: 13025700.000000
[27][16]: 1452109.000000
[27][17]: 159122.000000
[27][18]: 587045.000000
[27][19]: 2869281.000000
[27][20]: 9725908.000000
[27][21]: 10316241.000000
[27][22]: 8721365.000000
[27][23]: 36278048.000000
[27][24]: 13211037.000000
[27][25]: 55992581.000000
[27][26]: 702440.000000
[27][27]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[27][28]: 29445121.000000
[27][29]: 311346.000000
[27][30]: 1392416.000000
[27][31]: 18912592.000000
[27][32]: 1896089.000000
[27][33]: 16347578.000000
[27][34]: 59635549.000000
[27][35]: 126653.000000
[27][36]: 425837.000000
[27][37]: 3039370.000000
[27][38]: 17786353.000000
[27][39]: 5020616.000000
[27][40]: 21286417.000000
[27][41]: 37458369.000000
[27][42]: 910845.000000
[27][43]: 551588.000000
[27][44]: 58418986.000000
[27][45]: 1514900.000000
[27][46]: 6073465.000000
[27][47]: 24569845.000000

[28][0]: 13138058.000000
[28][1]: 1447652.000000
[28][2]: 5982833.000000
[28][3]: 7713401.000000
[28][4]: 797569.000000
[28][5]: 33338565.000000
[28][6]: 28086416.000000
[28][7]: 16973888.000000
[28][8]: 15120482.000000
[28][9]: 5936074.000000
[28][10]: 8671181.000000
[28][11]: 12389033.000000
[28][12]: 6016565.000000
[28][13]: 3695066.000000
[28][14]: 13762229.000000
[28][15]: 8592469.000000
[28][16]: 39267540.000000
[28][17]: 26392781.000000
[28][18]: 36485114.000000
[28][19]: 15282754.000000
[28][20]: 8533405.000000
[28][21]: 8675092.000000
[28][22]: 6121960.000000
[28][23]: 6598745.000000
[28][24]: 3729256.000000
[28][25]: 6322504.000000
[28][26]: 35674853.000000
[28][27]: 29445121.000000
[28][28]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[28][29]: 31493125.000000
[28][30]: 23261449.000000
[28][31]: 6502025.000000
[28][32]: 16397890.000000
[28][33]: 2243125.000000
[28][34]: 12079316.000000
[28][35]: 25711570.000000
[28][36]: 35760146.000000
[28][37]: 19980369.000000
[28][38]: 4391578.000000
[28][39]: 11474477.000000
[28][40]: 3648320.000000
[28][41]: 2251090.000000
[28][42]: 33999058.000000
[28][43]: 24931513.000000
[28][44]: 13716289.000000
[28][45]: 18181069.000000
[28][46]: 10292068.000000
[28][47]: 1430312.000000

[29][0]: 9702733.000000
[29][1]: 46418177.000000
[29][2]: 12818408.000000
[29][3]: 61748626.000000
[29][4]: 26423944.000000
[29][5]: 67840.000000
[29][6]: 672941.000000
[29][7]: 10492213.000000
[29][8]: 7075757.000000
[29][9]: 44974449.000000
[29][10]: 7159456.000000
[29][11]: 4524458.000000
[29][12]: 10357540.000000
[29][13]: 13613441.000000
[29][14]: 4333354.000000
[29][15]: 16272594.000000
[29][16]: 526765.000000
[29][17]: 851156.000000
[29][18]: 191489.000000
[29][19]: 3001329.000000
[29][20]: 9523930.000000
[29][21]: 13097817.000000
[29][22]: 10036385.000000
[29][23]: 35586770.000000
[29][24]: 14041881.000000
[29][25]: 56832329.000000
[29][26]: 139178.000000
[29][27]: 311346.000000
[29][28]: 31493125.000000
[29][29]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[29][30]: 2944274.000000
[29][31]: 18309850.000000
[29][32]: 2634365.000000
[29][33]: 18472400.000000
[29][34]: 58958341.000000
[29][35]: 539345.000000
[29][36]: 176021.000000
[29][37]: 5118244.000000
[29][38]: 17773753.000000
[29][39]: 6790202.000000
[29][40]: 24664645.000000
[29][41]: 38176065.000000
[29][42]: 159633.000000
[29][43]: 1629938.000000
[29][44]: 57253864.000000
[29][45]: 2586194.000000
[29][46]: 6253393.000000
[29][47]: 25314337.000000

[30][0]: 2474825.000000
[30][1]: 36007025.000000
[30][2]: 5956354.000000
[30][3]: 54878336.000000
[30][4]: 21257018.000000
[30][5]: 2749618.000000
[30][6]: 838009.000000
[30][7]: 2428489.000000
[30][8]: 1257665.000000
[30][9]: 41948993.000000
[30][10]: 4351954.000000
[30][11]: 2426320.000000
[30][12]: 8076050.000000
[30][13]: 9189245.000000
[30][14]: 1449128.000000
[30][15]: 6613268.000000
[30][16]: 5683045.000000
[30][17]: 629410.000000
[30][18]: 3729053.000000
[30][19]: 3283625.000000
[30][20]: 9698468.000000
[30][21]: 4944617.000000
[30][22]: 5886877.000000
[30][23]: 34951808.000000
[30][24]: 10714085.000000
[30][25]: 50418925.000000
[30][26]: 4072424.000000
[30][27]: 1392416.000000
[30][28]: 23261449.000000
[30][29]: 2944274.000000
[30][30]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[30][31]: 18744016.000000
[30][32]: 1390545.000000
[30][33]: 11195578.000000
[30][34]: 56922709.000000
[30][35]: 1044693.000000
[30][36]: 3265525.000000
[30][37]: 333658.000000
[30][38]: 16492505.000000
[30][39]: 2066632.000000
[30][40]: 13634521.000000
[30][41]: 33203465.000000
[30][42]: 4471829.000000
[30][43]: 193140.000000
[30][44]: 56791850.000000
[30][45]: 581508.000000
[30][46]: 5778449.000000
[30][47]: 21186365.000000

[31][0]: 15603025.000000
[31][1]: 11881169.000000
[31][2]: 8759386.000000
[31][3]: 14159632.000000
[31][4]: 2785490.000000
[31][5]: 20365178.000000
[31][6]: 18900505.000000
[31][7]: 20309769.000000
[31][8]: 15360809.000000
[31][9]: 6127225.000000
[31][10]: 5430330.000000
[31][11]: 7716160.000000
[31][12]: 2532682.000000
[31][13]: 3481589.000000
[31][14]: 10009288.000000
[31][15]: 15139540.000000
[31][16]: 22592597.000000
[31][17]: 17864314.000000
[31][18]: 22143893.000000
[31][19]: 7114561.000000
[31][20]: 1536740.000000
[31][21]: 12974761.000000
[31][22]: 5079245.000000
[31][23]: 2844560.000000
[31][24]: 2094133.000000
[31][25]: 11890301.000000
[31][26]: 20868296.000000
[31][27]: 18912592.000000
[31][28]: 6502025.000000
[31][29]: 18309850.000000
[31][30]: 18744016.000000
[31][31]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[31][32]: 10136185.000000
[31][33]: 6297218.000000
[31][34]: 11567205.000000
[31][35]: 16248685.000000
[31][36]: 22067389.000000
[31][37]: 18323330.000000
[31][38]: 283697.000000
[31][39]: 10525576.000000
[31][40]: 13044825.000000
[31][41]: 4779937.000000
[31][42]: 18822061.000000
[31][43]: 18186052.000000
[31][44]: 10860866.000000
[31][45]: 12785188.000000
[31][46]: 3765809.000000
[31][47]: 1907053.000000

[32][0]: 3053264.000000
[32][1]: 27585818.000000
[32][2]: 3861817.000000
[32][3]: 41738849.000000
[32][4]: 13520177.000000
[32][5]: 3048349.000000
[32][6]: 1610458.000000
[32][7]: 4332946.000000
[32][8]: 1881728.000000
[32][9]: 29501972.000000
[32][10]: 1239253.000000
[32][11]: 280969.000000
[32][12]: 3207401.000000
[32][13]: 4585640.000000
[32][14]: 246341.000000
[32][15]: 6371777.000000
[32][16]: 5448346.000000
[32][17]: 1247185.000000
[32][18]: 4108136.000000
[32][19]: 427220.000000
[32][20]: 3813665.000000
[32][21]: 4361594.000000
[32][22]: 2487610.000000
[32][23]: 23105345.000000
[32][24]: 5214362.000000
[32][25]: 37769890.000000
[32][26]: 3983957.000000
[32][27]: 1896089.000000
[32][28]: 16397890.000000
[32][29]: 2634365.000000
[32][30]: 1390545.000000
[32][31]: 10136185.000000
[32][32]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[32][33]: 7205749.000000
[32][34]: 41914258.000000
[32][35]: 1042920.000000
[32][36]: 3806980.000000
[32][37]: 1796197.000000
[32][38]: 8773700.000000
[32][39]: 1101469.000000
[32][40]: 11275570.000000
[32][41]: 22912916.000000
[32][42]: 3708392.000000
[32][43]: 1177245.000000
[32][44]: 41412065.000000
[32][45]: 177561.000000
[32][46]: 1547306.000000
[32][47]: 13095770.000000

[33][0]: 4584901.000000
[33][1]: 7051969.000000
[33][2]: 901160.000000
[33][3]: 17826298.000000
[33][4]: 2527592.000000
[33][5]: 19627600.000000
[33][6]: 15131549.000000
[33][7]: 7064549.000000
[33][8]: 5716069.000000
[33][9]: 12946217.000000
[33][10]: 2722064.000000
[33][11]: 4712786.000000
[33][12]: 2188180.000000
[33][13]: 700585.000000
[33][14]: 5229346.000000
[33][15]: 2526842.000000
[33][16]: 24906205.000000
[33][17]: 13866980.000000
[33][18]: 22185001.000000
[33][19]: 7253033.000000
[33][20]: 4728866.000000
[33][21]: 2236793.000000
[33][22]: 1317537.000000
[33][23]: 11445946.000000
[33][24]: 1353977.000000
[33][25]: 15505353.000000
[33][26]: 21796450.000000
[33][27]: 16347578.000000
[33][28]: 2243125.000000
[33][29]: 18472400.000000
[33][30]: 11195578.000000
[33][31]: 6297218.000000
[33][32]: 7205749.000000
[33][33]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[33][34]: 22058549.000000
[33][35]: 13631161.000000
[33][36]: 21487325.000000
[33][37]: 8844772.000000
[33][38]: 3923537.000000
[33][39]: 3643538.000000
[33][40]: 1261493.000000
[33][41]: 7384505.000000
[33][42]: 20836985.000000
[33][43]: 12581482.000000
[33][44]: 23326088.000000
[33][45]: 8057626.000000
[33][46]: 4576529.000000
[33][47]: 3065761.000000

[34][0]: 45619690.000000
[34][1]: 9750536.000000
[34][2]: 30954313.000000
[34][3]: 2033509.000000
[34][4]: 9684665.000000
[34][5]: 62558789.000000
[34][6]: 59252500.000000
[34][7]: 53345268.000000
[34][8]: 47375186.000000
[34][9]: 1213810.000000
[34][10]: 29800125.000000
[34][11]: 36024805.000000
[34][12]: 22140253.000000
[34][13]: 21091682.000000
[34][14]: 40211065.000000
[34][15]: 39408265.000000
[34][16]: 66386768.000000
[34][17]: 57226597.000000
[34][18]: 65713730.000000
[34][19]: 36348154.000000
[34][20]: 21221009.000000
[34][21]: 38165320.000000
[34][22]: 26792132.000000
[34][23]: 2943749.000000
[34][24]: 18363892.000000
[34][25]: 1889204.000000
[34][26]: 63506633.000000
[34][27]: 59635549.000000
[34][28]: 12079316.000000
[34][29]: 58958341.000000
[34][30]: 56922709.000000
[34][31]: 11567205.000000
[34][32]: 41914258.000000
[34][33]: 22058549.000000
[34][34]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[34][35]: 54643594.000000
[34][36]: 65551762.000000
[34][37]: 54302945.000000
[34][38]: 12354290.000000
[34][39]: 39044065.000000
[34][40]: 28931220.000000
[34][41]: 4002058.000000
[34][42]: 59862538.000000
[34][43]: 57086725.000000
[34][44]: 211769.000000
[34][45]: 46626385.000000
[34][46]: 27732008.000000
[34][47]: 9075076.000000

[35][0]: 5674472.000000
[35][1]: 39355586.000000
[35][2]: 8497549.000000
[35][3]: 55513253.000000
[35][4]: 21913781.000000
[35][5]: 590641.000000
[35][6]: 109594.000000
[35][7]: 6305410.000000
[35][8]: 3709736.000000
[35][9]: 40643396.000000
[35][10]: 4544329.000000
[35][11]: 2405917.000000
[35][12]: 7682789.000000
[35][13]: 9990032.000000
[35][14]: 2013017.000000
[35][15]: 10973981.000000
[35][16]: 2105794.000000
[35][17]: 81517.000000
[35][18]: 1125392.000000
[35][19]: 1864628.000000
[35][20]: 7813325.000000
[35][21]: 8439170.000000
[35][22]: 6748810.000000
[35][23]: 32469125.000000
[35][24]: 10772330.000000
[35][25]: 50893858.000000
[35][26]: 1175849.000000
[35][27]: 126653.000000
[35][28]: 25711570.000000
[35][29]: 539345.000000
[35][30]: 1044693.000000
[35][31]: 16248685.000000
[35][32]: 1042920.000000
[35][33]: 13631161.000000
[35][34]: 54643594.000000
[35][35]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[35][36]: 930052.000000
[35][37]: 2376961.000000
[35][38]: 15070196.000000
[35][39]: 3657265.000000
[35][40]: 18363490.000000
[35][41]: 33314324.000000
[35][42]: 1255424.000000
[35][43]: 359721.000000
[35][44]: 53605253.000000
[35][45]: 812277.000000
[35][46]: 4527410.000000
[35][47]: 21225194.000000

[36][0]: 10928948.000000
[36][1]: 51592066.000000
[36][2]: 15037065.000000
[36][3]: 68276837.000000
[36][4]: 30610801.000000
[36][5]: 42485.000000
[36][6]: 808362.000000
